Industry,Location,Primary_AI_Tool,Daily_Token_Usage,Tasks_Automated_Per_Week,Experience_Years,Productivity_Gain_Percent
Healthcare,Canada,Notion AI,504.0,10.0,4.0,53.88
Manufacturing,Japan,GitHub Copilot,2254.0,11.0,4.0,55.24
,Canada,Midjourney,392.0,,2.0,68.68
Education,Japan,,810.0,11.0,7.0,57.78
Technology,UK,Salesforce Einstein,445.0,9.0,6.0,60.28
Retail,Canada,GitHub Copilot,3320.0,7.0,4.0,53.78
Media,Brazil,Jasper,1108.0,6.0,1.0,50.58
Retail,India,Jasper,653.0,10.0,2.0,47.82
Retail,Canada,Salesforce Einstein,408.0,13.0,6.0,53.69
Manufacturing,Brazil,Salesforce Einstein,1980.0,18.0,6.0,64.32
Healthcare,Japan,Salesforce Einstein,132.0,13.0,2.0,51.25
Manufacturing,Australia,TensorFlow,240.0,8.0,2.0,
Finance,UK,TensorFlow,170.0,8.0,3.0,44.2
Legal,US,Salesforce Einstein,347.0,17.0,4.0,56.5
Retail,Canada,Tableau,1246.0,16.0,0.0,47.73
Finance,Canada,Notion AI,334.0,11.0,3.0,54.7
Retail,Japan,TensorFlow,171.0,11.0,7.0,
Legal,India,Midjourney,7499.0,10.0,5.0,63.2
Education,Canada,GitHub Copilot,4439.0,6.0,0.0,55.88
Technology,Australia,TensorFlow,,13.0,0.0,63.04
Technology,Japan,ChatGPT,455.0,15.0,1.0,57.98
Retail,Canada,Jasper,1039.0,12.0,2.0,54.79
Retail,Germany,Salesforce Einstein,2384.0,8.0,2.0,55.96
Media,Brazil,TensorFlow,6858.0,14.0,0.0,65.46
Retail,UK,ChatGPT,926.0,11.0,0.0,57.38
Retail,Canada,ChatGPT,466.0,13.0,0.0,50.43
Legal,Brazil,Midjourney,1609.0,22.0,0.0,60.82
Manufacturing,Germany,Tableau,620.0,16.0,,51.02
Media,US,Midjourney,1106.0,9.0,0.0,68.22
Retail,Germany,TensorFlow,2701.0,11.0,2.0,64.46
Legal,Germany,GitHub Copilot,557.0,,0.0,53.7
Healthcare,Brazil,Notion AI,109.0,15.0,9.0,66.5
Manufacturing,Australia,Salesforce Einstein,203.0,11.0,4.0,50.69
Retail,Germany,ChatGPT,2401.0,6.0,2.0,50.89
Media,Japan,Tableau,967.0,10.0,4.0,49.58
Education,Japan,TensorFlow,1094.0,6.0,4.0,60.41
Technology,UK,TensorFlow,4868.0,16.0,5.0,64.4
Technology,Japan,ChatGPT,366.0,11.0,6.0,57.23
Legal,UK,TensorFlow,1420.0,12.0,0.0,55.41
Media,Japan,Tableau,975.0,10.0,2.0,53.6
Healthcare,Canada,TensorFlow,3528.0,5.0,1.0,56.17
Retail,Japan,Salesforce Einstein,1180.0,11.0,,53.17
Education,Brazil,Midjourney,4501.0,9.0,9.0,69.54
Technology,Canada,GitHub Copilot,1903.0,16.0,5.0,67.06
Healthcare,Canada,Notion AI,3269.0,13.0,6.0,67.78
Media,Brazil,ChatGPT,346.0,9.0,0.0,51.68
Retail,India,Notion AI,934.0,9.0,0.0,47.66
Finance,UK,Jasper,1876.0,14.0,1.0,66.81
Education,US,Jasper,532.0,9.0,7.0,53.74
Manufacturing,Japan,Midjourney,552.0,10.0,2.0,51.94
Healthcare,Japan,Tableau,347.0,16.0,5.0,55.33
Education,Australia,GitHub Copilot,3993.0,9.0,1.0,53.02
Media,India,Notion AI,2468.0,13.0,3.0,66.75
Finance,Japan,Midjourney,290.0,14.0,6.0,61.81
Media,UK,Midjourney,1081.0,11.0,1.0,54.44
Media,Canada,Notion AI,418.0,11.0,2.0,54.16
Finance,Japan,TensorFlow,563.0,19.0,5.0,71.77
Finance,US,Tableau,2098.0,11.0,2.0,51.95
Education,Germany,GitHub Copilot,604.0,20.0,9.0,67.67
Media,Japan,Tableau,237.0,13.0,1.0,
Education,Germany,Salesforce Einstein,395.0,12.0,3.0,54.37
Finance,UK,Notion AI,810.0,10.0,5.0,53.05
Media,UK,Tableau,460.0,6.0,2.0,48.92
Technology,India,TensorFlow,954.0,12.0,3.0,65.31
,UK,Notion AI,52.0,16.0,2.0,45.94
Manufacturing,Germany,Jasper,174.0,14.0,4.0,48.72
Education,Canada,Tableau,220.0,22.0,4.0,55.04
Legal,Japan,Salesforce Einstein,192.0,10.0,5.0,43.12
Technology,India,Midjourney,995.0,12.0,0.0,56.03
Technology,Canada,Salesforce Einstein,1840.0,12.0,5.0,67.5
Education,India,Tableau,96.0,11.0,1.0,44.08
Retail,UK,Notion AI,972.0,14.0,2.0,49.95
Healthcare,Germany,Jasper,15486.0,13.0,5.0,66.27
Healthcare,Canada,GitHub Copilot,4090.0,13.0,0.0,57.96
Healthcare,Japan,Tableau,374.0,13.0,0.0,51.04
Manufacturing,Brazil,Midjourney,2584.0,12.0,0.0,58.66
Legal,US,,4413.0,17.0,8.0,73.9
Healthcare,US,TensorFlow,1040.0,12.0,0.0,48.39
Healthcare,Australia,Tableau,657.0,15.0,4.0,50.49
Education,Australia,Salesforce Einstein,2929.0,8.0,1.0,51.72
Media,Germany,GitHub Copilot,451.0,11.0,3.0,57.6
Education,US,GitHub Copilot,559.0,,4.0,53.22
Healthcare,Germany,Jasper,1237.0,10.0,2.0,48.96
Manufacturing,Japan,Tableau,1110.0,9.0,5.0,54.32
Technology,Australia,Tableau,8541.0,10.0,0.0,51.83
Media,Australia,GitHub Copilot,,15.0,1.0,69.54
Retail,Japan,TensorFlow,352.0,15.0,6.0,57.9
Media,Canada,Notion AI,720.0,19.0,5.0,63.41
Retail,Germany,Notion AI,1405.0,13.0,5.0,57.71
Retail,Canada,Tableau,947.0,14.0,3.0,51.9
Legal,US,TensorFlow,686.0,18.0,0.0,53.95
Finance,UK,TensorFlow,742.0,12.0,3.0,56.85
Education,India,TensorFlow,2987.0,17.0,1.0,67.01
Healthcare,US,Salesforce Einstein,599.0,14.0,2.0,55.97
Technology,Japan,GitHub Copilot,1421.0,11.0,2.0,67.71
Retail,India,Salesforce Einstein,267.0,17.0,0.0,55.93
Healthcare,US,GitHub Copilot,406.0,12.0,3.0,59.38
Technology,Canada,ChatGPT,353.0,12.0,4.0,63.03
Finance,UK,Notion AI,988.0,8.0,5.0,58.9
Retail,Brazil,TensorFlow,6200.0,12.0,5.0,57.39
Education,Australia,Tableau,492.0,12.0,3.0,50.39
Education,Canada,Tableau,483.0,11.0,0.0,43.54
Manufacturing,Germany,Midjourney,865.0,11.0,8.0,61.97
Legal,India,Tableau,8568.0,12.0,1.0,52.3
Legal,India,GitHub Copilot,1190.0,13.0,8.0,62.77
Media,India,ChatGPT,767.0,12.0,5.0,61.22
Finance,Japan,ChatGPT,8085.0,9.0,7.0,65.54
Media,Australia,Midjourney,599.0,14.0,0.0,55.83
Finance,Canada,Jasper,494.0,14.0,0.0,55.55
Healthcare,India,Jasper,376.0,11.0,3.0,43.39
Finance,Japan,GitHub Copilot,2589.0,17.0,2.0,69.57
Technology,Australia,Midjourney,1973.0,7.0,1.0,65.55
Technology,Brazil,ChatGPT,293.0,7.0,1.0,59.08
Legal,UK,Tableau,663.0,15.0,0.0,
,Japan,GitHub Copilot,477.0,18.0,6.0,68.6
Legal,India,Jasper,4660.0,12.0,1.0,53.31
Manufacturing,Australia,ChatGPT,318.0,10.0,,55.21
Technology,Australia,Jasper,252.0,9.0,5.0,51.7
Healthcare,UK,TensorFlow,901.0,23.0,1.0,58.87
Healthcare,India,Jasper,740.0,8.0,4.0,47.65
Technology,Germany,TensorFlow,,10.0,1.0,60.16
Retail,Germany,Tableau,188.0,14.0,2.0,51.69
Education,Australia,Midjourney,416.0,5.0,3.0,49.2
Education,Australia,TensorFlow,367.0,11.0,6.0,57.59
Education,Japan,Midjourney,724.0,17.0,8.0,68.4
Media,Japan,Notion AI,859.0,12.0,4.0,60.63
Manufacturing,UK,Midjourney,889.0,19.0,0.0,55.86
Education,Germany,Salesforce Einstein,766.0,20.0,7.0,64.49
Education,Canada,TensorFlow,421.0,12.0,,58.53
Media,Germany,,707.0,11.0,0.0,50.2
Retail,Australia,Tableau,535.0,15.0,5.0,60.31
Legal,India,Tableau,15315.0,15.0,6.0,60.26
Finance,US,Notion AI,3343.0,19.0,0.0,60.07
Education,UK,ChatGPT,1715.0,11.0,4.0,59.78
Manufacturing,Germany,Jasper,1845.0,11.0,3.0,49.2
Media,Australia,Jasper,126.0,17.0,,59.82
Healthcare,Japan,ChatGPT,1756.0,18.0,2.0,59.43
Media,Brazil,TensorFlow,1453.0,16.0,0.0,58.34
Technology,Japan,Notion AI,1246.0,16.0,2.0,64.56
Legal,Brazil,TensorFlow,1146.0,12.0,5.0,52.25
Education,UK,Tableau,520.0,17.0,4.0,58.25
Finance,US,Midjourney,840.0,15.0,3.0,63.69
Retail,US,GitHub Copilot,1633.0,12.0,2.0,51.86
Media,US,ChatGPT,1088.0,14.0,3.0,67.51
Healthcare,India,Tableau,378.0,10.0,4.0,42.45
Technology,Japan,Tableau,346.0,9.0,0.0,37.96
Education,Brazil,Notion AI,254.0,11.0,3.0,45.44
Technology,India,Salesforce Einstein,764.0,11.0,1.0,60.8
Retail,Japan,Jasper,488.0,14.0,3.0,45.38
Technology,UK,Salesforce Einstein,6301.0,8.0,3.0,67.63
Manufacturing,Germany,Midjourney,2771.0,8.0,2.0,60.37
Technology,Australia,Tableau,1126.0,14.0,4.0,56.36
Media,Canada,Tableau,2606.0,24.0,3.0,65.89
Manufacturing,Canada,Tableau,3826.0,16.0,1.0,55.65
Technology,US,Notion AI,800.0,15.0,4.0,63.05
Healthcare,Brazil,GitHub Copilot,2758.0,,0.0,56.05
Finance,Australia,Jasper,1508.0,17.0,4.0,66.55
Retail,Australia,ChatGPT,1135.0,14.0,1.0,58.74
Finance,Japan,ChatGPT,126.0,14.0,3.0,48.55
Education,Japan,Salesforce Einstein,710.0,14.0,3.0,56.03
Finance,Brazil,Jasper,853.0,11.0,3.0,52.53
Technology,Brazil,ChatGPT,2294.0,16.0,0.0,62.72
Finance,Brazil,TensorFlow,820.0,11.0,4.0,62.53
Media,Germany,Salesforce Einstein,104.0,17.0,5.0,63.11
Legal,Germany,Salesforce Einstein,1009.0,6.0,5.0,44.56
Legal,India,Midjourney,1495.0,7.0,3.0,56.91
Healthcare,Brazil,Notion AI,7223.0,19.0,4.0,66.12
Healthcare,India,Notion AI,2188.0,16.0,6.0,66.87
Legal,India,Tableau,122.0,10.0,3.0,40.91
Legal,Brazil,Jasper,2088.0,9.0,0.0,44.9
Retail,India,Jasper,1245.0,14.0,3.0,50.31
Retail,Brazil,Tableau,677.0,13.0,1.0,
Technology,US,Salesforce Einstein,1003.0,16.0,4.0,57.35
Technology,Canada,Notion AI,980.0,7.0,0.0,52.76
Media,US,GitHub Copilot,1846.0,12.0,6.0,69.38
Healthcare,Brazil,Midjourney,139.0,15.0,4.0,57.82
Manufacturing,UK,Jasper,347.0,11.0,0.0,45.47
Manufacturing,Japan,TensorFlow,947.0,7.0,4.0,50.55
Technology,Germany,Jasper,6507.0,7.0,1.0,57.73
Retail,UK,TensorFlow,602.0,10.0,2.0,55.88
Finance,Canada,Midjourney,5252.0,9.0,2.0,62.07
Technology,Japan,TensorFlow,3338.0,6.0,0.0,58.66
Manufacturing,US,Notion AI,53.0,9.0,0.0,39.76
Manufacturing,UK,Midjourney,107.0,8.0,3.0,40.91
Media,Japan,GitHub Copilot,6956.0,13.0,7.0,64.44
Media,India,Midjourney,688.0,12.0,5.0,61.46
Healthcare,Canada,TensorFlow,1273.0,6.0,4.0,54.47
Legal,Canada,Tableau,1347.0,16.0,4.0,55.59
Healthcare,Australia,Jasper,697.0,13.0,5.0,53.4
Technology,Germany,Midjourney,84.0,7.0,3.0,46.33
Manufacturing,Canada,Tableau,1354.0,,3.0,57.23
Finance,India,TensorFlow,63774.0,11.0,3.0,66.34
Legal,Brazil,Midjourney,407.0,13.0,9.0,64.78
Technology,India,Tableau,22404.0,15.0,3.0,71.21
Finance,Brazil,Jasper,6268.0,13.0,8.0,64.51
Technology,Brazil,Notion AI,5386.0,17.0,0.0,62.59
Education,Brazil,Notion AI,3274.0,16.0,6.0,64.0
Retail,India,ChatGPT,1962.0,7.0,1.0,54.26
Healthcare,Canada,TensorFlow,8197.0,8.0,4.0,57.23
Retail,Canada,GitHub Copilot,446.0,8.0,4.0,51.05
Retail,Japan,Notion AI,519.0,9.0,3.0,55.77
Media,Canada,ChatGPT,4169.0,12.0,2.0,70.57
Healthcare,US,Tableau,1793.0,12.0,4.0,56.83
Finance,Canada,Salesforce Einstein,1988.0,13.0,7.0,63.75
Manufacturing,Australia,GitHub Copilot,189.0,19.0,6.0,58.82
Education,Germany,Tableau,11371.0,9.0,4.0,59.65
Retail,Germany,ChatGPT,285.0,10.0,1.0,48.48
Technology,Japan,Salesforce Einstein,1144.0,11.0,2.0,56.77
Media,India,Tableau,2476.0,12.0,4.0,51.3
Manufacturing,US,Midjourney,3725.0,12.0,4.0,54.72
Retail,Germany,Tableau,1171.0,15.0,1.0,54.22
Technology,Japan,Notion AI,876.0,7.0,0.0,52.02
Education,Japan,Tableau,647.0,25.0,4.0,65.99
Retail,Australia,Jasper,560.0,5.0,2.0,42.0
Finance,Brazil,TensorFlow,5299.0,10.0,3.0,57.45
Technology,UK,ChatGPT,6672.0,11.0,2.0,61.65
Education,Japan,Midjourney,423.0,12.0,3.0,51.13
Finance,Canada,,7678.0,12.0,8.0,72.3
Healthcare,Australia,Midjourney,386.0,7.0,0.0,44.96
Media,US,Notion AI,800.0,18.0,1.0,53.87
Technology,Canada,Midjourney,1034.0,13.0,6.0,70.16
Healthcare,US,Midjourney,3533.0,19.0,7.0,80.13
Healthcare,Brazil,,1746.0,20.0,3.0,58.57
Retail,Canada,Tableau,2158.0,10.0,1.0,54.23
Retail,Germany,Jasper,4940.0,13.0,2.0,55.62
Healthcare,Japan,Notion AI,483.0,12.0,3.0,50.38
Media,Australia,GitHub Copilot,1297.0,10.0,8.0,62.55
Education,Japan,TensorFlow,519.0,15.0,0.0,50.46
Manufacturing,Australia,Notion AI,3749.0,8.0,4.0,56.11
Finance,Germany,Tableau,793.0,10.0,3.0,50.48
Media,Japan,Notion AI,3477.0,20.0,0.0,66.22
Healthcare,India,Salesforce Einstein,291.0,15.0,4.0,52.74
Technology,Germany,ChatGPT,1734.0,5.0,5.0,60.91
Legal,Brazil,GitHub Copilot,4716.0,11.0,2.0,58.78
Education,US,TensorFlow,14401.0,10.0,6.0,57.27
Media,Brazil,GitHub Copilot,68.0,16.0,5.0,57.82
Legal,Brazil,Midjourney,158.0,20.0,2.0,54.85
Retail,Germany,Notion AI,130.0,12.0,3.0,51.33
Education,US,Notion AI,612.0,13.0,0.0,53.34
Finance,Canada,Notion AI,788.0,14.0,6.0,60.5
Education,US,Salesforce Einstein,828.0,18.0,2.0,53.97
Technology,Canada,Midjourney,11136.0,11.0,3.0,
Healthcare,India,Notion AI,321.0,17.0,0.0,54.13
Education,Australia,ChatGPT,150.0,14.0,8.0,57.19
Media,,Jasper,506.0,9.0,0.0,47.51
Education,UK,TensorFlow,475.0,10.0,2.0,51.52
Media,Japan,Tableau,1033.0,14.0,3.0,56.65
Media,Brazil,Salesforce Einstein,868.0,9.0,8.0,57.87
,US,Salesforce Einstein,247.0,11.0,1.0,46.78
Healthcare,Brazil,Midjourney,1209.0,9.0,2.0,45.57
Healthcare,Canada,GitHub Copilot,797.0,15.0,1.0,57.89
Media,Brazil,Tableau,2171.0,6.0,6.0,53.21
Manufacturing,Germany,Jasper,386.0,10.0,1.0,40.25
Finance,US,GitHub Copilot,8334.0,10.0,1.0,64.04
Retail,Canada,Salesforce Einstein,290.0,11.0,5.0,56.82
Education,Brazil,TensorFlow,931.0,14.0,4.0,60.51
Media,Australia,Salesforce Einstein,1548.0,15.0,2.0,61.24
Technology,Japan,Midjourney,15791.0,9.0,3.0,71.93
Manufacturing,US,Jasper,6627.0,15.0,0.0,51.71
Legal,India,,1037.0,8.0,2.0,55.21
Legal,Germany,Midjourney,1271.0,12.0,2.0,54.75
Retail,Japan,GitHub Copilot,1000.0,6.0,6.0,61.65
Legal,Germany,TensorFlow,1917.0,16.0,3.0,51.38
Healthcare,US,GitHub Copilot,444.0,12.0,6.0,60.6
Retail,Japan,Midjourney,2648.0,12.0,4.0,56.01
Retail,Japan,Midjourney,1044.0,9.0,3.0,55.76
Manufacturing,Canada,TensorFlow,461.0,11.0,10.0,65.69
Technology,India,GitHub Copilot,2764.0,17.0,3.0,81.02
Education,Australia,Tableau,689.0,15.0,8.0,59.94
Legal,US,GitHub Copilot,993.0,10.0,,54.08
Technology,Japan,TensorFlow,726.0,15.0,8.0,69.77
Healthcare,Japan,Midjourney,491.0,17.0,5.0,62.18
Education,Japan,Midjourney,733.0,12.0,8.0,62.01
Education,India,GitHub Copilot,2922.0,10.0,2.0,54.6
Education,India,ChatGPT,5280.0,15.0,0.0,58.59
Manufacturing,India,Midjourney,241.0,13.0,5.0,60.74
Retail,US,Notion AI,705.0,12.0,0.0,49.51
Manufacturing,Brazil,Tableau,6144.0,15.0,1.0,55.99
Technology,Canada,Jasper,3123.0,11.0,4.0,60.61
Finance,US,Notion AI,2559.0,10.0,3.0,60.11
Legal,Canada,Tableau,1296.0,13.0,4.0,53.33
Legal,India,ChatGPT,5558.0,14.0,0.0,60.59
Legal,Australia,Jasper,6867.0,10.0,1.0,48.78
Finance,UK,Salesforce Einstein,880.0,12.0,4.0,55.85
Retail,India,GitHub Copilot,157.0,17.0,1.0,50.92
Finance,Canada,Salesforce Einstein,3401.0,11.0,7.0,68.31
Media,UK,Notion AI,2986.0,13.0,2.0,55.82
Education,UK,GitHub Copilot,862.0,11.0,9.0,74.84
Education,Brazil,ChatGPT,1920.0,6.0,5.0,60.33
Manufacturing,Japan,ChatGPT,4363.0,14.0,0.0,53.29
Education,Germany,Jasper,2199.0,,0.0,56.42
Finance,Germany,Tableau,2462.0,12.0,8.0,65.68
Media,UK,GitHub Copilot,455.0,8.0,5.0,57.95
Finance,Japan,ChatGPT,689.0,15.0,2.0,59.24
Retail,Canada,GitHub Copilot,4130.0,9.0,5.0,59.24
Healthcare,India,GitHub Copilot,232.0,7.0,3.0,44.55
Media,US,Notion AI,1733.0,10.0,5.0,55.91
Finance,Brazil,GitHub Copilot,1642.0,14.0,5.0,58.47
Legal,Canada,ChatGPT,2214.0,15.0,1.0,53.38
Education,US,Salesforce Einstein,1174.0,10.0,1.0,56.98
Retail,Canada,Jasper,551.0,13.0,3.0,56.83
Media,US,GitHub Copilot,172.0,13.0,2.0,52.65
Healthcare,India,TensorFlow,4100.0,12.0,,55.4
Manufacturing,Brazil,Notion AI,1489.0,15.0,1.0,50.57
Healthcare,Canada,Jasper,3058.0,5.0,7.0,53.83
Education,Japan,GitHub Copilot,1767.0,9.0,,59.8
Manufacturing,Japan,ChatGPT,2570.0,15.0,1.0,57.0
,Australia,Midjourney,2743.0,9.0,3.0,75.28
Education,US,Salesforce Einstein,746.0,6.0,2.0,46.35
Media,Japan,Midjourney,11758.0,14.0,3.0,73.01
Retail,Canada,TensorFlow,,10.0,6.0,59.07
Education,Japan,Salesforce Einstein,5227.0,7.0,0.0,51.82
Legal,Germany,Jasper,866.0,13.0,2.0,58.58
Media,UK,Midjourney,466.0,17.0,4.0,69.89
Legal,Canada,Midjourney,981.0,13.0,0.0,51.49
Education,India,GitHub Copilot,385.0,12.0,5.0,
Retail,India,Jasper,1183.0,16.0,4.0,57.97
Education,UK,GitHub Copilot,1003.0,13.0,1.0,53.22
Media,UK,ChatGPT,284.0,8.0,0.0,45.81
Finance,Australia,GitHub Copilot,1485.0,6.0,2.0,60.53
Healthcare,UK,Jasper,248.0,10.0,6.0,59.32
Technology,UK,GitHub Copilot,416.0,9.0,6.0,62.16
Technology,Germany,Midjourney,405.0,15.0,0.0,66.76
Manufacturing,Canada,Salesforce Einstein,577.0,18.0,1.0,51.15
Legal,UK,Salesforce Einstein,1084.0,11.0,2.0,56.67
Finance,Canada,Midjourney,579.0,12.0,2.0,57.33
Legal,Japan,Notion AI,352.0,15.0,1.0,40.51
Manufacturing,Canada,ChatGPT,981.0,17.0,2.0,51.01
Manufacturing,Japan,Notion AI,4032.0,11.0,7.0,58.6
Media,Japan,ChatGPT,444.0,11.0,4.0,62.7
Media,Brazil,ChatGPT,366.0,8.0,6.0,56.21
Healthcare,US,Jasper,989.0,10.0,2.0,55.61
Legal,Germany,ChatGPT,293.0,12.0,2.0,50.48
Legal,UK,GitHub Copilot,635.0,6.0,2.0,51.27
Legal,Australia,Tableau,908.0,13.0,5.0,57.02
Technology,US,Jasper,383.0,11.0,0.0,47.12
Retail,Japan,ChatGPT,361.0,7.0,0.0,54.56
Retail,Brazil,GitHub Copilot,2323.0,5.0,0.0,48.13
Finance,Australia,Midjourney,5403.0,19.0,4.0,71.83
Retail,UK,GitHub Copilot,1349.0,5.0,5.0,56.45
Healthcare,Brazil,TensorFlow,230.0,14.0,1.0,50.03
Technology,India,Midjourney,7986.0,15.0,6.0,79.44
Manufacturing,Germany,ChatGPT,2329.0,14.0,0.0,58.0
Manufacturing,US,GitHub Copilot,3067.0,9.0,1.0,51.9
Education,Germany,Salesforce Einstein,651.0,17.0,6.0,59.88
Education,Germany,ChatGPT,1928.0,16.0,3.0,56.39
Finance,Australia,TensorFlow,1234.0,10.0,1.0,53.1
Media,Japan,ChatGPT,6104.0,14.0,4.0,69.99
,UK,Notion AI,4732.0,18.0,4.0,62.81
Finance,UK,Salesforce Einstein,3463.0,9.0,9.0,61.92
Finance,Australia,GitHub Copilot,73.0,18.0,3.0,54.56
Education,Brazil,Salesforce Einstein,2812.0,9.0,4.0,56.12
Media,US,Jasper,607.0,9.0,4.0,56.35
Legal,Brazil,Notion AI,913.0,11.0,0.0,45.95
Retail,Japan,Salesforce Einstein,975.0,13.0,2.0,63.28
Retail,Germany,Tableau,1242.0,16.0,1.0,49.29
Finance,UK,Salesforce Einstein,1414.0,13.0,0.0,57.02
Retail,Japan,Tableau,2447.0,13.0,3.0,53.79
Finance,Germany,TensorFlow,8035.0,,7.0,62.7
Retail,Australia,Tableau,2894.0,11.0,1.0,47.8
Education,Brazil,TensorFlow,909.0,16.0,4.0,54.38
Manufacturing,Germany,TensorFlow,8357.0,10.0,7.0,61.11
Education,India,TensorFlow,1105.0,21.0,3.0,56.02
Finance,Brazil,Salesforce Einstein,1055.0,12.0,5.0,65.64
Education,Australia,Midjourney,1130.0,9.0,1.0,54.05
Legal,Brazil,Notion AI,63.0,14.0,1.0,42.28
Healthcare,US,TensorFlow,1959.0,6.0,,50.84
Retail,Japan,Salesforce Einstein,1889.0,10.0,3.0,50.07
Media,India,Notion AI,312.0,13.0,0.0,55.32
Manufacturing,Brazil,Jasper,516.0,9.0,0.0,48.83
Retail,US,Tableau,8647.0,14.0,1.0,57.02
Technology,Japan,Midjourney,3590.0,15.0,4.0,71.15
Media,Germany,Jasper,670.0,12.0,2.0,59.18
Media,Brazil,GitHub Copilot,238.0,15.0,2.0,61.58
Healthcare,Japan,TensorFlow,908.0,13.0,8.0,61.06
Education,US,TensorFlow,3577.0,12.0,2.0,60.04
Healthcare,Canada,GitHub Copilot,250.0,12.0,2.0,56.17
Retail,Australia,Salesforce Einstein,7686.0,7.0,6.0,68.2
Education,UK,TensorFlow,389.0,17.0,3.0,59.98
Technology,Japan,Notion AI,4573.0,,5.0,58.27
Technology,Germany,Notion AI,3907.0,14.0,4.0,67.3
Retail,Japan,GitHub Copilot,1122.0,7.0,0.0,44.22
Manufacturing,Canada,Jasper,3241.0,12.0,0.0,47.41
Retail,UK,ChatGPT,513.0,16.0,4.0,56.96
Manufacturing,UK,ChatGPT,5050.0,18.0,2.0,55.18
Finance,Canada,Midjourney,774.0,11.0,6.0,56.64
Retail,India,Jasper,642.0,10.0,3.0,46.93
Media,Australia,ChatGPT,157.0,19.0,0.0,60.47
Legal,Brazil,Notion AI,653.0,17.0,4.0,60.16
Legal,Canada,Tableau,441.0,11.0,6.0,45.44
Legal,Germany,GitHub Copilot,2460.0,11.0,1.0,53.68
Healthcare,UK,Midjourney,595.0,16.0,2.0,55.06
Retail,Brazil,ChatGPT,432.0,,1.0,
Education,,Salesforce Einstein,5487.0,12.0,2.0,59.84
Manufacturing,Australia,ChatGPT,106.0,12.0,4.0,51.69
Education,US,ChatGPT,43.0,10.0,1.0,51.55
Media,Japan,Tableau,1411.0,11.0,4.0,56.39
Manufacturing,Canada,ChatGPT,1086.0,5.0,0.0,51.79
Healthcare,Germany,Notion AI,1107.0,19.0,1.0,55.07
Technology,Brazil,GitHub Copilot,8304.0,16.0,4.0,72.82
Healthcare,US,Jasper,588.0,12.0,0.0,47.63
Retail,US,Salesforce Einstein,563.0,11.0,0.0,46.97
Legal,Germany,TensorFlow,32.0,10.0,4.0,38.65
Retail,Germany,TensorFlow,5378.0,10.0,,55.68
Healthcare,UK,Tableau,845.0,9.0,4.0,55.33
Technology,Brazil,Midjourney,181.0,5.0,4.0,64.42
Retail,Australia,Notion AI,751.0,17.0,2.0,58.69
Manufacturing,Germany,Midjourney,2193.0,7.0,3.0,56.94
Legal,UK,Midjourney,905.0,15.0,2.0,61.59
Healthcare,Japan,Midjourney,382.0,19.0,5.0,57.43
Healthcare,Germany,TensorFlow,1860.0,10.0,3.0,58.99
Retail,,Jasper,674.0,15.0,0.0,50.49
Healthcare,Brazil,TensorFlow,120.0,14.0,2.0,58.33
Legal,India,ChatGPT,1168.0,14.0,3.0,57.86
Finance,US,Tableau,152.0,12.0,1.0,50.98
Finance,Brazil,Salesforce Einstein,2418.0,10.0,0.0,48.58
Media,Japan,GitHub Copilot,5272.0,14.0,3.0,68.18
Technology,India,ChatGPT,4093.0,12.0,6.0,72.85
Healthcare,India,Salesforce Einstein,867.0,7.0,4.0,46.7
Retail,Brazil,TensorFlow,5488.0,11.0,1.0,58.1
Technology,UK,Jasper,2828.0,13.0,0.0,62.95
Education,India,TensorFlow,735.0,14.0,0.0,50.45
Legal,UK,GitHub Copilot,3815.0,9.0,4.0,56.39
Media,UK,Midjourney,10924.0,13.0,5.0,69.25
Manufacturing,US,Midjourney,7782.0,9.0,3.0,65.24
Manufacturing,Brazil,Salesforce Einstein,3273.0,11.0,6.0,63.18
Retail,Japan,TensorFlow,2031.0,10.0,8.0,63.12
Manufacturing,UK,GitHub Copilot,218.0,9.0,2.0,54.57
Legal,Brazil,GitHub Copilot,525.0,10.0,3.0,52.83
Healthcare,UK,Tableau,1381.0,13.0,0.0,51.88
Finance,Brazil,ChatGPT,415.0,9.0,3.0,57.1
,Brazil,TensorFlow,3724.0,11.0,5.0,53.02
Technology,Canada,Tableau,245.0,14.0,2.0,52.36
Technology,Canada,Salesforce Einstein,803.0,12.0,6.0,66.43
Retail,Japan,Salesforce Einstein,2736.0,14.0,3.0,60.74
Healthcare,India,TensorFlow,277.0,10.0,6.0,53.06
Education,India,Notion AI,4423.0,7.0,5.0,53.4
Retail,Brazil,Tableau,1034.0,10.0,2.0,52.03
Legal,Germany,Jasper,468.0,9.0,5.0,45.96
Healthcare,Germany,GitHub Copilot,8210.0,6.0,1.0,61.28
Technology,UK,Jasper,7829.0,,4.0,64.56
Education,India,Salesforce Einstein,13721.0,11.0,3.0,53.53
Education,Canada,Notion AI,45.0,11.0,2.0,47.76
Technology,India,Salesforce Einstein,1194.0,9.0,0.0,59.36
Manufacturing,Brazil,Tableau,1441.0,11.0,4.0,52.22
,India,ChatGPT,3390.0,19.0,5.0,63.48
Finance,Australia,Tableau,1034.0,10.0,5.0,68.72
Media,Australia,GitHub Copilot,540.0,13.0,8.0,61.14
Education,US,Jasper,3872.0,15.0,1.0,63.78
Finance,US,Jasper,41.0,8.0,5.0,50.9
Technology,Brazil,Midjourney,862.0,11.0,1.0,
